Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Office,District,Primary Outcome,Runoff Outcome,clean_name,Party,name,office,party,state,district,candidate_status,incumbent_challenge,first_file_date,receipts,disbursements,cash_on_hand_end_period,debts_owed_by_committee,Congress Type
,,,,,,,,,,,,Theresa Lastovich,,"LASTOVICH, THERESA E",H,DFL,MN,8.0,N,C,2021-11-10,712.61,136.35,576.26,0.0,House
Theresa A. Livingston,Female,White,,,No,No,Wyoming,Governor,,Won,,Theresa Livingston,DEM,,,,,,,,,,,,,
Theresa Thibodeau,Female,White,,,No,No,Nebraska,Governor,,Lost,,Theresa Thibodeau,REP,,,,,,,,,,,,,
Thireena Yuki Connely,Female,Asian (Japanese),White,,No,Yes,Nebraska,Representative,1,Lost,,Thireena Connely,REP,"CONNELY, THIREENA YUKI",H,REP,NE,1.0,N,C,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Thomas Allen,,"ALLEN, THOMAS JASON",H,REP,SC,1.0,N,C,2021-09-03,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Thomas Barrett,,"BARRETT, THOMAS MORE",H,REP,MI,7.0,C,C,2021-11-17,2834473.95,2829219.04,5289.11,0.0,House
,,,,,,,,,,,,Thomas Bookwalter,,"BOOKWALTER, THOMAS CHARLES",H,REP,IN,4.0,C,C,2022-01-14,8480.0,6974.01,1505.99,0.0,House
,,,,,,,,,,,,Thomas Casson,,"CASSON, THOMAS",H,LIB,AL,3.0,N,C,2014-02-25,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Thomas Catalano,,"CATALANO, THOMAS",H,OTH,CO,1.0,N,C,2020-08-14,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Thomas Demille,,"DEMILLE, THOMAS JAMES",H,IAP,UT,2.0,N,C,2021-05-18,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Thomas Emmer,,"EMMER, THOMAS EARL JR.",H,REP,MN,6.0,C,I,2013-06-07,4431685.38,4234897.59,645627.08,0.0,House
,,,,,,,,,,,,Thomas Gibbons,,"GIBBONS, THOMAS R. ""TOM""",H,REP,AK,0.0,N,O,,0.0,0.0,0.0,0.0,House
Thomas Griffin,Male,White,,,No,Yes,Mississippi,Representative,3,Lost,,Thomas Griffin,REP,"GRIFFIN, THOMAS",H,REP,MS,3.0,N,C,,0.0,0.0,0.0,0.0,House
"Thomas E. ""Pinkston"" Harris",Male,Black,,,No,No,Maryland,Representative,3,Lost,,Thomas Harris,REP,"HARRIS, THOMAS E. ""PINKSTON""",H,REP,MD,3.0,N,C,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Thomas Hwang,,"HWANG, THOMAS",H,REP,OH,15.0,C,O,2021-05-10,758706.92,758401.92,500.0,755000.0,House
Thomas M. McDermott Jr.,Male,White,,,No,No,Indiana,Senator,,Won,,Thomas Jr.,DEM,,,,,,,,,,,,,
Thomas H. Kean Jr.,Male,White,,,No,No,New Jersey,Representative,7,Won,,Thomas Jr.,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Thomas Kean,,"KEAN, THOMAS H. JR.",H,REP,NJ,7.0,C,C,2019-04-16,4476737.53,4476338.05,94078.89,8311.12,House
Thomas Lynch,Male,White,,,No,No,Illinois,Representative,2,Won,,Thomas Lynch,REP,"LYNCH, THOMAS",H,REP,IL,2.0,N,C,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Thomas Madden,,"MADDEN, THOMAS DANIEL",H,REP,IN,1.0,N,C,2021-06-17,0.0,0.0,0.0,0.0,House
Thomas Massie,Male,White,,,Yes,No,Kentucky,Representative,4,Won,,Thomas Massie,REP,"MASSIE, THOMAS H.",H,REP,KY,4.0,C,I,2012-01-18,1105338.75,976631.31,248091.61,1300.0,House
,,,,,,,,,,,,Thomas Mcclintock,,"MCCLINTOCK, THOMAS",H,REP,CA,5.0,C,I,1985-08-29,1674004.02,1707260.0,137539.98,13992.08,House
,,,,,,,,,,,,Thomas Mcdermott,,"MCDERMOTT, THOMAS",H,DEM,IN,1.0,C,C,2019-11-06,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Thomas Mclellan,,"MCLELLAN, THOMAS WARREN",H,DEM,VA,5.0,C,C,2021-10-12,13901.18,14498.0,-596.82,0.0,House
Thomas J. Norton,Male,White,,,No,Yes,Michigan,Representative,2,Lost,,Thomas Norton,REP,"NORTON, THOMAS JOHN",H,REP,MI,2.0,C,C,2019-04-26,298068.21,298046.85,535.99,144445.06,House
,,,,,,,,,,,,Thomas Patti,,"PATTI, THOMAS",H,REP,CA,9.0,C,O,2021-10-20,1627893.83,1585048.49,42845.34,67260.33,House
,,,,,,,,,,,,Thomas Payne,,"PAYNE, THOMAS LANE JR",H,REP,LA,3.0,C,C,2022-07-08,17995.85,17549.7,2394.79,0.0,House
,,,,,,,,,,,,Thomas Rumba,,"RUMBA, THOMAS M.",H,IND,TN,3.0,N,C,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Thomas Spears,,"SPEARS, THOMAS WYLIE",H,IND,WA,1.0,N,C,2021-12-09,0.0,0.0,0.0,0.0,House
Thomas R. Suozzi,Male,White,,,No,Yes,New York,Governor,,Lost,,Thomas Suozzi,DEM,,,,,,,,,,,,,
Thomas Toomey,Male,White,,,No,No,New Jersey,Representative,6,Lost,,Thomas Toomey,REP,"TOOMEY, THOMAS AUGUSTINE MR.",H,REP,NJ,6.0,C,C,2021-07-01,124656.95,124656.95,0.0,0.0,House
,,,,,,,,,,,,Thomas Watercott,,"WATERCOTT, THOMAS",H,LIB,NC,6.0,C,C,2022-10-31,18249.59,17673.99,575.6,8747.7,House
,,,,,,,,,,,,Thomas Winter,,"WINTER, THOMAS",H,DEM,MT,1.0,C,C,2019-04-02,178195.2,178180.2,0.0,0.0,House
,,,,,,,,,,,,Thomas Wong,,"WONG, THOMAS",H,REP,CA,14.0,C,O,2022-01-27,18609.32,16598.76,2010.56,16638.09,House
Thomas Zmich,Male,White,,,No,No,New York,Representative,6,Won,,Thomas Zmich,REP,"ZMICH, THOMAS",H,REP,NY,6.0,C,C,2020-01-22,2405.87,4102.02,328.8,105000.0,House
,,,,,,,,,,,,Thomas Zoll,,"ZOLL, THOMAS JOSEPH",H,NON,OR,4.0,N,O,2022-09-11,0.0,0.0,0.0,0.0,House
"Thuy ""Twee"" Lowe",Female,Asian (Vietnamese),,,No,No,Florida,Representative,10,Lost,,Thuy Lowe,REP,"LOWE, THUY",H,REP,FL,10.0,C,O,2022-04-28,40800.0,40800.0,0.0,27115.07,House
,,,,,,,,,,,,Tia Lebrun,,"LEBRUN, TIA MARIE MRS.",H,DEM,LA,3.0,C,C,2022-07-06,40499.57,39159.49,1340.08,307.22,House
,,,,,,,,,,,,Tiffany Bond,,"BOND, TIFFANY",H,IND,ME,2.0,N,C,2017-10-11,0.0,0.0,0.0,0.0,House
Tiffany Smiley,Female,White,,,No,No,Washington,Senator,,Won,,Tiffany Smiley,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Tim Aalders,,"AALDERS, TIM",H,REP,UT,3.0,C,C,2020-03-24,747075.52,747075.52,0.0,0.0,House
Tim Alexander,Male,Black,,,No,No,New Jersey,Representative,2,Won,,Tim Alexander,DEM,,,,,,,,,,,,,
Tim Baxter,Male,White,,,No,No,New Hampshire,Representative,1,Lost,,Tim Baxter,REP,"BAXTER, TIM",H,REP,NH,1.0,C,C,2021-07-06,866881.39,865289.82,1591.57,299450.0,House
,,,,,,,,,,,,Tim Beck,,"BECK, TIM",H,UND,AK,0.0,N,O,,0.0,0.0,0.0,0.0,House
Tim Burchett,Male,White,,,Yes,No,Tennessee,Representative,2,Won,,Tim Burchett,REP,"BURCHETT, TIM",H,REP,TN,2.0,C,I,2017-07-31,1427400.67,1194820.64,826257.75,209.9,House
Tim Geist,Male,White,,,No,Yes,California,Representative,1,Lost,,Tim Geist,REP,,,,,,,,,,,,,
Tim Hanifan,Male,White,,,No,No,Nevada,Representative,2,Lost,,Tim Hanifan,DEM,,,,,,,,,,,,,
Tim James,Male,White,,,No,Yes,Alabama,Governor,,Lost,,Tim James,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Tim Ko,,"KO, TIM",H,REP,NY,24.0,C,C,2021-10-07,35532.1,35230.69,301.41,2500.0,House
Tim McCloud,Male,Black,,,No,No,Oregon,Governor,,Lost,,Tim Mccloud,REP,,,,,,,,,,,,,
Tim McDonald,Male,White,,,No,No,Tennessee,Representative,8,Lost,,Tim Mcdonald,DEM,,,,,,,,,,,,,
Tim Michels,Male,White,,,No,No,Wisconsin,Governor,,Won,,Tim Michels,REP,,,,,,,,,,,,,
Tim Reichert,Male,White,,,No,No,Colorado,Representative,7,Lost,,Tim Reichert,REP,"REICHERT, TIM",H,REP,CO,7.0,C,O,2022-01-26,1585826.05,1585826.05,0.0,0.0,House
Tim Rogers,Male,Black,,,No,No,Wisconsin,Representative,4,Won,,Tim Rogers,REP,"ROGERS, TIM",H,REP,WI,4.0,N,C,,0.0,0.0,0.0,0.0,House
Tim Ryan,Male,White,,,No,No,Ohio,Senator,,Won,,Tim Ryan,DEM,,,,,,,,,,,,,
Tim Scott,Male,Black,,,Yes,No,South Carolina,Senator,,Won,,Tim Scott,REP,,,,,,,,,,,,,
Tim Stroud,Male,White,,,No,No,Texas,Representative,7,Made runoff,Lost,Tim Stroud,REP,,,,,,,,,,,,,
Tim Walberg,Male,White,,,Yes,No,Michigan,Representative,5,Won,,Tim Walberg,REP,,,,,,,,,,,,,
Tim Walz,Male,White,,,Yes,No,Minnesota,Governor,,Won,,Tim Walz,DEM,,,,,,,,,,,,,
,,,,,,,,,,,,Tim Wolf,,"WOLF, TIM",H,OTH,CO,2.0,N,C,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Timothy Alexander,,"ALEXANDER, TIMOTHY C",H,DEM,NJ,2.0,C,C,2021-01-19,502345.28,487473.71,14871.57,5000.0,House
Timothy Barr,Male,White,,,No,No,Georgia,Representative,10,Lost,,Timothy Barr,REP,"BARR, TIMOTHY",H,REP,GA,10.0,C,O,2021-05-14,665051.37,662923.31,2128.06,81168.77,House
,,,,,,,,,,,,Timothy Bilash,,"BILASH, TIMOTHY DANIEL DR. M.D.",H,DEM,CA,50.0,N,C,2021-07-05,3269.93,2983.12,286.81,0.0,House
Timothy A. Dalhouse,Male,White,,,No,No,Hawaii,Senator,,Lost,,Timothy Dalhouse,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Timothy Fowler,,"FOWLER, TIMOTHY MR",H,ICD,GA,34.0,N,C,2022-03-29,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Timothy Geist,,"GEIST, TIMOTHY DAVID",H,REP,CA,1.0,N,C,2022-02-03,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Timothy Hanifan,,"HANIFAN, TIMOTHY R.",H,DEM,NV,2.0,C,C,2021-08-26,10329.16,9666.68,662.48,15908.89,House
Timothy Ursich Jr.,Male,White,,,No,Yes,California,Senator (unexpired term),,Lost,,Timothy Jr.,DEM,,,,,,,,,,,,,
Timothy Bruce Lee,Male,White,,,No,No,Tennessee,Representative,5,Lost,,Timothy Lee,REP,"LEE, TIMOTHY BRUCE",H,REP,TN,5.0,C,O,2022-03-02,49456.0,38370.77,11085.23,44850.0,House
,,,,,,,,,,,,Timothy Lewis,,"LEWIS, TIMOTHY",H,DEM,SC,1.0,N,C,2022-01-13,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Timothy Long,,"LONG, TIMOTHY LOUIS",H,UN,CO,8.0,C,O,2022-03-15,9621.75,8401.14,1320.61,1700.0,House
,,,,,,,,,,,,Timothy Mcdonald,,"MCDONALD, TIMOTHY BERNARD MR",H,DEM,TN,8.0,N,C,2022-04-28,0.0,0.0,0.0,0.0,House
Timothy Ramthun,Male,White,,,No,No,Wisconsin,Governor,,Lost,,Timothy Ramthun,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Timothy Robinson,,"ROBINSON, TIMOTHY BRENT MR",H,ICD,CT,34.0,N,C,2022-03-16,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Timothy Stroud,,"STROUD, TIMOTHY",H,REP,TX,7.0,C,C,2021-06-02,18171.65,25817.78,-7646.13,15500.0,House
Timothy J. Ursich,Male,White,,,No,Yes,California,Senator,,Lost,,Timothy Ursich,DEM,,,,,,,,,,,,,
,,,,,,,,,,,,Timothy Walberg,,"WALBERG, TIMOTHY L REP",H,REP,MI,7.0,C,I,2003-09-22,1520614.63,1226526.63,1063455.67,0.0,House
Tina Cannon,Female,White,,,No,Yes,Utah,Representative,1,Lost,,Tina Cannon,REP,"CANNON, TINA",H,REP,UT,1.0,C,C,2019-08-07,170795.92,169845.93,949.99,131789.92,House
Tina Blum Cohen,Female,White,,,No,No,Texas,Representative,7,Lost,,Tina Cohen,REP,"COHEN, TINA BLUM MRS.",H,REP,TX,7.0,C,C,2022-01-18,50000.0,16580.29,33419.71,50000.0,House
Tina Forte,Female,White,,,No,No,New York,Representative,14,Won,,Tina Forte,REP,"FORTE, TINA",H,REP,NY,14.0,C,C,2021-10-22,1540477.62,1535444.53,5033.09,0.0,House
Tina Kotek,Female,White,,,No,No,Oregon,Governor,,Won,,Tina Kotek,DEM,,,,,,,,,,,,,
,,,,,,,,,,,,Tina Ramirez,,"RAMIREZ, TINA MARIE MRS.",H,REP,VA,7.0,C,C,2019-04-20,481759.03,485918.58,0.0,0.0,House
,,,,,,,,,,,,Tina Seals Singh Chaudry Kumar,,"SEALS SINGH CHAUDRY KUMAR, TINA RICHEL",H,GOP,TX,18.0,N,C,2022-01-31,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Tj Elgin,,"ELGIN, TJ",H,IND,CT,4.0,N,C,2019-12-10,0.0,0.0,0.0,0.0,House
Tobias LaGrone,Male,Black,,,No,No,North Carolina,Senator,,Lost,,Tobias Lagrone,DEM,,,,,,,,,,,,,
Tobias Read,Male,White,,,No,No,Oregon,Governor,,Lost,,Tobias Read,DEM,,,,,,,,,,,,,
Toby Anderson,Male,White,,,No,No,New Jersey,Representative,11,Lost,,Toby Anderson,REP,"ANDERSON, TOBY",H,REP,NJ,11.0,C,C,2022-01-12,156403.55,155195.99,1207.56,6875.0,House
Todd A. Bloom,Male,White,,,No,No,Washington,Representative,6,Lost,,Todd Bloom,REP,"BLOOM, TODD",H,REP,WA,6.0,N,C,2022-06-07,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Todd Heussner,,"HEUSSNER, TODD",H,REP,GA,10.0,C,O,2021-08-16,16645.0,16645.0,0.0,0.0,House
Todd A. Puglisi,Male,White,,,No,No,Maryland,Senator,,Lost,,Todd Puglisi,REP,,,,,,,,,,,,,
Todd Young,Male,White,,,Yes,No,Indiana,Senator,,Won,,Todd Young,REP,,,,,,,,,,,,,
Tom Alciere,Male,White,,,No,No,New Hampshire,Representative,1,Lost,,Tom Alciere,REP,"ALCIERE, TOM",H,REP,NH,1.0,N,C,,0.0,0.0,0.0,0.0,House
Tom Barrett,Male,White,,,No,No,Michigan,Representative,7,Won,,Tom Barrett,REP,,,,,,,,,,,,,
Tom Cole,Male,White,Native American (Chickasaw),,Yes,No,Oklahoma,Representative,4,Won,,Tom Cole,REP,"COLE, TOM",H,REP,OK,4.0,C,I,2002-07-10,2335186.44,2397460.91,1214914.93,0.0,House
Tom Collins,Male,White,,,No,Yes,Nevada,Governor,,Lost,,Tom Collins,DEM,,,,,,,,,,,,,
,,,,,,,,,,,,Tom Dunn,,"DUNN, TOM",H,REP,SC,7.0,C,C,2021-03-24,39131.48,39131.48,0.0,1000.0,House
Tom Emmer,Male,White,,,Yes,No,Minnesota,Representative,6,Won,,Tom Emmer,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Tom Hanson,,"HANSON, TOM",H,REP,IL,5.0,N,C,2008-06-05,0.0,0.0,0.0,0.0,House
Tom Heck,Male,White,,,No,No,Nevada,Governor,,Lost,,Tom Heck,REP,,,,,,,,,,,,,
Tom Malinowski,Male,White (Polish),,,Yes,No,New Jersey,Representative,7,Won,,Tom Malinowski,DEM,"MALINOWSKI, TOM",H,DEM,NJ,7.0,C,I,2017-10-02,8978834.0,9012861.0,17068.25,25825.07,House
Tom McClintock,Male,White,,,Yes,No,California,Representative,5,Won,,Tom Mcclintock,REP,,,,,,,,,,,,,
Tom Nelson,Male,White,,,No,No,Wisconsin,Senator,,Lost,,Tom Nelson,DEM,,,,,,,,,,,,,
Tom O'Halleran,Male,White,,,Yes,No,Arizona,Representative,2,Won,,Tom O'Halleran,DEM,"O'HALLERAN, TOM",H,DEM,AZ,2.0,C,I,2015-08-05,4300864.23,4322531.6,41479.84,0.0,House
Tom Patti,Male,White,,,No,No,California,Representative,9,Won,,Tom Patti,REP,,,,,,,,,,,,,
Tom Perez,Male,Latino (Dominican),,,No,No,Maryland,Governor,,Lost,,Tom Perez,DEM,,,,,,,,,,,,,
Tom Rice,Male,White,,,Yes,No,South Carolina,Representative,7,Lost,,Tom Rice,REP,"RICE, TOM",H,REP,SC,7.0,C,I,2011-11-15,1979106.37,2873670.85,226789.15,0.0,House
Tom Sherman,Male,White,,,No,No,New Hampshire,Governor,,Won,,Tom Sherman,DEM,,,,,,,,,,,,,
,,,,,,,,,,,,Tom T,,"T, TOM",H,W,AZ,9.0,N,C,,0.0,0.0,0.0,0.0,House
Tom Tiffany,Male,White,,,Yes,No,Wisconsin,Representative,7,Won,,Tom Tiffany,REP,"TIFFANY, TOM",H,REP,WI,7.0,C,I,2019-09-09,1181268.65,964317.83,339670.16,0.0,House
,,,,,,,,,,,,Tom Triggs,,"TRIGGS, TOM",H,IND,WA,6.0,N,C,,0.0,0.0,0.0,0.0,House
Tom Weiler,Male,White,,,No,No,Minnesota,Representative,3,Won,,Tom Weiler,REP,"WEILER, TOM",H,REP,MN,3.0,C,C,2021-10-19,681468.99,674472.35,6996.64,59500.0,House
Tom Wells,Male,White,,,No,No,Florida,Representative,3,Lost,,Tom Wells,DEM,"WELLS, TOM BECKWITH DR.",H,DEM,FL,3.0,C,C,2017-06-08,28006.47,27920.42,304.88,29450.0,House
Tom Williams,Male,White,,,No,Yes,Georgia,Governor,,Lost,,Tom Williams,REP,,,,,,,,,,,,,
Tom Winter,Male,White,,,No,No,Montana,Representative,1,Lost,,Tom Winter,DEM,,,,,,,,,,,,,
Tom Wong,Male,Asian,,,No,No,California,Representative,14,Lost,,Tom Wong,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Tom Young,,"YOUNG, TOM",H,REP,CA,14.0,N,O,,0.0,0.0,0.0,0.0,House
Tommy Hanson,Male,White,,,No,No,Illinois,Representative,5,Won,,Tommy Hanson,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Tommy Vercetti,,"VERCETTI, TOMMY",H,LIB,TX,2.0,N,C,2021-07-07,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Tommy Waters,,"WATERS, TOMMY",H,DEM,HI,2.0,C,O,2022-04-26,10800.0,10783.19,16.81,0.0,House
,,,,,,,,,,,,Toni Jarboe Duley,,"JARBOE DULEY, TONI",H,REP,MD,5.0,N,C,,0.0,0.0,0.0,0.0,House
Toni Jarboe-Duley,Female,White,,,No,No,Maryland,Representative,5,Lost,,Toni Jarboe-Duley,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Toni Mua,,"MUA, TONI",H,DEM,MI,13.0,N,C,2022-02-13,0.0,0.0,0.0,0.0,House
Tony Cardenas,Male,Latino (Mexican),,,Yes,No,California,Representative,29,Made runoff,,Tony Cardenas,DEM,"CARDENAS, TONY",H,DEM,CA,29.0,C,I,2011-07-13,1595441.44,1885959.05,239271.51,8885.92,House
Tony Cowden,Male,White,,,No,Yes,North Carolina,Representative,3,Lost,,Tony Cowden,REP,,,,,,,,,,,,,
Tony Evers,Male,White,,,Yes,No,Wisconsin,Governor,,Won,,Tony Evers,DEM,,,,,,,,,,,,,
Tony Gonzales,Male,Latino (Mexican),,,Yes,No,Texas,Representative,23,Won,,Tony Gonzales,REP,,,,,,,,,,,,,
Tony Marcinkewciz,Male,White,,,No,No,Michigan,Representative,10,Lost,,Tony Marcinkewciz,REP,"MARCINKEWCIZ, TONY I",H,REP,MI,10.0,C,C,2022-01-18,15367.32,14866.24,501.08,0.0,House
Tony Moreno,Male,White,,,No,No,California,Representative,39,Lost,,Tony Moreno,REP,"MORENO, TONY",H,REP,CA,39.0,N,C,2022-05-17,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Tony Rodriguez,,"RODRIGUEZ, TONY",H,IND,CA,30.0,N,C,2022-01-27,0.0,0.0,0.0,0.0,House
Tony Salvatore,Male,White,,,No,Yes,Missouri,Representative,2,Lost,,Tony Salvatore,REP,"SALVATORE, TONY",H,REP,MO,2.0,C,C,2022-03-07,13024.06,13024.06,0.0,0.0,House
Tony Vargas,Male,Latino (Peruvian),,,No,No,Nebraska,Representative,2,Won,,Tony Vargas,DEM,,,,,,,,,,,,,
,,,,,,,,,,,,Tonya Millis,,"MILLIS, TONYA LYNN",H,LIB,IN,9.0,C,O,2021-09-20,9959.68,9958.95,0.73,0.0,House
Tracey Mann,Male,White,,,Yes,No,Kansas,Representative,1,Won,,Tracey Mann,REP,"MANN, TRACEY ROBERT",H,REP,KS,1.0,C,I,2009-04-02,1237054.19,415700.31,1097551.01,197611.89,House
"Traci ""TJ"" Johnson",Female,Black,,,No,No,Ohio,Senator,,Lost,,Traci Johnson,DEM,,,,,,,,,,,,,
,,,,,,,,,,,,Tracy Taylor,,"TAYLOR, TRACY",H,REP,GA,2.0,N,C,2021-04-03,1846.0,1846.0,0.0,0.0,House
Travis Clark,Male,Black,,,No,No,Wisconsin,Representative,4,Lost,,Travis Clark,REP,"CLARK, TRAVIS R. MR.",H,REP,WI,4.0,N,C,2022-05-09,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Travis Johnson,,"JOHNSON, TRAVIS E",H,LIB,MN,7.0,C,C,2021-04-09,40796.43,38201.34,665.0,0.0,House
,,,,,,,,,,,,Travis Lindberg,,"LINDBERG, TRAVIS J",H,IND,AZ,5.0,N,C,2021-07-29,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Tremayne Wilson,,"WILSON, TREMAYNE",H,N,AK,0.0,N,O,,0.0,0.0,0.0,0.0,House
Trent Kelly,Male,White,,,Yes,No,Mississippi,Representative,1,Won,,Trent Kelly,REP,,,,,,,,,,,,,
Tres Wittum,Male,White,,,No,No,Tennessee,Representative,5,Lost,,Tres Wittum,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Trevor Ferrigno,,"FERRIGNO, TREVOR JAMES MR.",H,IND,NJ,5.0,N,C,2022-07-22,2672.14,2117.42,563.42,200.0,House
,,,,,,,,,,,,Trevor Willis,,"WILLIS, TREVOR MR",H,ICD,PA,49.0,N,C,2022-04-11,0.0,0.0,0.0,0.0,House
Trey J. Hunt,Male,White,Black,,No,No,Texas,Representative,12,Won,,Trey Hunt,DEM,"HUNT, TREY JOSEPH",H,DEM,TX,12.0,C,C,2021-01-23,50182.13,49483.33,698.8,0.0,House
,,,,,,,,,,,,Tricia Flanagan,,"FLANAGAN, TRICIA",H,REP,NJ,4.0,C,C,2021-07-08,10430.21,10303.01,26.37,0.0,House
,,,,,,,,,,,,Tricia Staible,,"STAIBLE, TRICIA",H,REP,PA,17.0,C,O,2021-10-18,108711.0,108711.0,0.0,0.0,House
Trish Gunby,Female,White,,,No,No,Missouri,Representative,2,Won,,Trish Gunby,DEM,,,,,,,,,,,,,
,,,,,,,,,,,,Tristan Miller,,"MILLER, TRISTAN MILLER MR.",H,UN,TX,25.0,N,C,2022-06-10,0.0,0.0,0.0,0.0,House
Tristan Rader,Male,White,,,No,No,Ohio,Representative,7,Lost,,Tristan Rader,DEM,"RADER, TRISTAN",H,DEM,OH,7.0,C,O,2022-03-16,7119.0,5557.07,1561.93,0.0,House
Troy Balderson,Male,White,,,Yes,No,Ohio,Representative,12,Won,,Troy Balderson,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Troy Carter,,"CARTER, TROY A. SR.",H,DEM,LA,2.0,C,C,2020-11-24,3506916.13,3140729.11,366187.02,86223.92,House
Troy E. Nehls,Male,White,,,Yes,No,Texas,Representative,22,Won,,Troy Nehls,REP,"NEHLS, TROY",H,REP,TX,22.0,C,I,2019-12-09,1375505.92,1008179.76,392132.8,126.73,House
Troy Wentz,Male,White,,,No,No,Nebraska,Governor,,Lost,,Troy Wentz,REP,,,,,,,,,,,,,
Trudy Busch Valentine,Female,White,,,No,No,Missouri,Senator,,Won,,Trudy Valentine,DEM,,,,,,,,,,,,,
Tuan Le,Male,Asian,,,No,No,Florida,Representative,10,Lost,,Tuan Le,REP,"LE, TUAN A",H,REP,FL,10.0,C,O,2021-12-08,38386.0,35598.08,2787.92,3170.0,House
Tudor M. Dixon,Female,White,,,No,No,Michigan,Governor,,Won,,Tudor Dixon,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Tuong Tran,,"TRAN, TUONG VI M",H,DEM,PA,7.0,N,C,2021-02-02,0.0,0.0,0.0,0.0,House
Tyler Allcorn,Male,White,,,No,No,Colorado,Representative,8,Lost,,Tyler Allcorn,REP,"ALLCORN, TYLER",H,REP,CO,8.0,C,O,2022-01-03,357200.13,357200.13,0.0,91493.0,House
,,,,,,,,,,,,Tyler Cropley,,"CROPLEY, TYLER",H,NNE,AK,0.0,N,O,2022-03-27,0.0,0.0,0.0,0.0,House
Tyler Geffeney,Male,White,,,No,No,California,Representative,52,Won,,Tyler Geffeney,REP,"GEFFENEY, TYLER",H,REP,CA,52.0,C,C,2022-04-19,40408.04,29229.21,12160.51,60.0,House
Tyler Kistner,Male,White,,,No,No,Minnesota,Representative,2,Won,,Tyler Kistner,REP,"KISTNER, TYLER",H,REP,MN,2.0,C,C,2020-01-02,3409854.76,3338988.09,104878.34,0.0,House
Tyler Lee,Male,White,,,No,No,North Carolina,Representative,12,Won,,Tyler Lee,REP,"LEE, TYLER",H,REP,NC,12.0,C,C,2021-04-16,211748.03,210528.26,1219.77,23056.78,House
Tyler T. Perkins,Male,White,,,No,No,Nevada,Senator,,Lost,,Tyler Perkins,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Tyler Pressley,,"PRESSLEY, TYLER STEELE",H,IND,DE,0.0,N,C,2022-02-21,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Tyler Smith,,"SMITH, TYLER RAY",H,REP,TX,25.0,N,C,2021-02-13,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Tyron Brown,,"BROWN, TYRON ANTHONY REV DR",H,DEM,NC,3.0,N,C,2021-07-20,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Tyrrell Ben-Avi,,"BEN-AVI, TYRRELL LEV",H,IND,NY,13.0,N,C,2022-06-24,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Usha Jain,,"JAIN, USHA DR.",H,NON,FL,10.0,N,O,2022-03-14,3805.0,4468.09,614.97,0.0,House
Val Almonord,Male,Black,,,No,No,Georgia,Representative,3,Won,,Val Almonord,DEM,,,,,,,,,,,,,
Val Demings,Female,Black,,,No,No,Florida,Senator,,Won,,Val Demings,DEM,,,,,,,,,,,,,
Val Hoyle,Female,White,,,No,No,Oregon,Representative,4,Won,,Val Hoyle,DEM,,,,,,,,,,,,,
,,,,,,,,,,,,Valbrun Almonord,,"ALMONORD, VALBRUN DR.",H,DEM,GA,3.0,C,C,2020-03-06,76890.66,54967.14,36.07,10000.0,House
